ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	SOURCE	PROTOSET	CONCEPTINSOURCE	UNCERTAINCOGNACY
3256	Cavinena	*ligoso	pidi-da-ke	pidi-da-ke	p i d i + d a + k e		367		347	ligoso	
1840	ProtoTakana	*llamar	iwara	iwara	i w a r a		211		173	llamar	
1841	Tacana	*llamar	iwa-	iwa-	i w a		211		173	llamar	
1842	Cavinena	*llamar	iwara-	iwara-	i w a r a		211		173	llamar	
1843	EseEjja	*llamar	íya-	íya-	í/i j a	palatalization of *-w-?	211		173	llamar	
3627	ProtoTakana	*llenar,llenarse	seke	seke	s e k e		393		387	llenar,llenarse	
3628	Tacana	*llenar,llenarse	sehe-	sehe-	s e h e		393		387	llenarse	
3629	Tacana	*llenar,llenarse	sehe-a-	sehe-a-	s e h e + a		393		387	llenar	
3630	Tacana	*llenar,llenarse	e-sehe	e-sehe	e + s e h e		393		387	lleno	
3631	Tacana	*llenar,llenarse	sehe	sehe	s e h e		393	Armentia1887	387	hinchazón	
3632	Tacana	*llenar,llenarse	sehe-hihi~sehe-ahihi	sehe-hihi	s e h e + h i h i		393	Armentia1887	387	lleno,hincado,colmado	
3633	Guariza	*llenar,llenarse	gracia c̹egeagigi	gracia_c̹egeagigi	g r a ts i a + ʈʂ e g e a g i g i		393		387	full of grace	
3634	Cavinena	*llenar,llenarse	heke-	heke-	h e k e		393		387	llenar	
3635	Cavinena	*llenar,llenarse	heke-ša-	heke-ša-	h e k e + ʃ a		393		387	llenar	
3636	Cavinena	*llenar,llenarse	yekienuka	yekienuka	j e k i e n u k a	e-heke-nuka?	393	Armentia1887	387	refill	
1580	ProtoTakana	*llevar	dus...	dus...	d u s		189		147	llevar	
1581	Tacana	*llevar	dusu-	dusu-	d u s u		189		147	llevar	
1582	Tacana	*llevar	duse-	duse-	d u s e		189		147	traer	
1583	Cavinena	*llevar	doho-	doho-	d o h o		189		147	llevar	
1584	Cavinena	*llevar	ka-duhu-neti	ka-duhu-neti	k a + d u h u + n e t i		189	Armentia1887	147	aparecer	
1585	EseEjja	*llevar	doho-	doho-	d o h o		189		147	llevar	
2555	ProtoTakana	*llevar,cargar,abrazar	mapa-	mapa-	m a p a		295		273	llevar,cargar,abrazar	
2556	Tacana	*llevar,cargar,abrazar	y-anana mapa-(h)i	y-anana_mapa-i	j + a n a n a + m a p a + i		295		273	baby sitter	
2557	Cavinena	*llevar,cargar,abrazar	mapa-	mapa-	m a p a		295		273	llevar,cargar	
2558	Cavinena	*llevar,cargar,abrazar	mapa-pohi	mapa-pohi	m a p a + p o h i		295		273	alzador	
2559	EseEjja	*llevar,cargar,abrazar	mapa-	mapa-	m a p a		295		273	abrazar	
2560	Huarayo	*llevar,cargar,abrazar	mapa-	mapa-	m a p a		295		273	abrazar	
3117	ProtoTakana	*llorar	pa-	pa-	p a		350		328	llorar	
3118	Tacana	*llorar	pa-	pa-	p a		350		328	llorar	
3119	Tacana	*llorar	pa-tai-mave	pa-tai-mave	p a + t a i + m a β e		350	Armentia1887	328	no puede llorar	
3120	Tacana	*llorar	e-pa-ni	e-pa-ni	e + p a + n i		350	Armentia1887	328	está llorando	
3121	Tacana	*llorar	pa-dari	pa-dari	p a + d a r i		350	Armentia1887	328	lamento	
3122	Cavinena	*llorar	pa-	pa-	p a		350		328	llorar	
3123	Cavinena	*llorar	pa-ana-kaka	pa-ana-kaka	p a + a n a + k a k a		350		328	lágrimas	
3124	Cavinena	*llorar	ka-ena-pa-ti-	ka-ena-pa-ti-	k a + e n a + p a + t i		350		328	están llorando los dos	
3125	Cavinena	*llorar	ena-pa-ya	ena-pa-ya	e n a + p a + j a		350		328	llanto	
3126	Cavinena	*llorar	peya inime	peya_inime	p e j a + i n i m e		350		328	tristes,pensando	
3127	Cavinena	*llorar	peya-peya	peya-peya	p e j a + p e j a		350		328	color	
3128	Cavinena	*llorar	peya-ya	peya-ya	p e j a + j a		350		328	lo va a hacer llorar	
3129	Cavinena	*llorar	pa-na-kana	pa-na-kana	p a + n a + k a n a		350	Armentia1887	328	lacrimoso	
2840	ProtoTakana	*lluvia,aguacero	na(ʔ)i	nai	n a i		326		305	lluvia,aguacero	
2841	Tacana	*lluvia,aguacero	nai	nai	n a i		326		305	lluvia,aguacero	
2842	Tacana	*lluvia,aguacero	nai-bene	nai-bene	n a i + b e n e		326	Armentia1887	305	norte	
2843	Reyesano	*lluvia,aguacero	nai	nai	n a i		326		305	rain	
2844	Maropa	*lluvia,aguacero	nai	nai	n a i		326	Cardús1886 Heath1883	305	rain	
2845	Sapibokona	*lluvia,aguacero	nai	nai	n a i		326		305	pioggia	
2846	Cavinena	*lluvia,aguacero	nei,neʔi	nei	n e i		326		305	lluvia	
2847	Cavinena	*lluvia,aguacero	nei ebari	nei_ebari	n e i + e b a r i		326		305	aguacero	
2848	Cavinena	*lluvia,aguacero	nei-ho-	nei-ho-	n e i + h o		326		305	llovar	
3679	ProtoTakana	*locative suffix	-su	-su	s u		23		395	locative suffix	
3680	Tacana	*locative suffix	-so	-so	s o		23		395	locative suffix	
3681	Reyesano	*locative suffix	-dho	-dho	ð o		23		395	locative suffix	
3682	Guariza	*locative suffix	<-zu>	-zu	s u		23		395	locative suffix	
3683	Cavinena	*locative suffix	-ho	-ho	h o		23		395	locative suffix	
3684	EseEjja	*locative suffix	-ho	-ho	h o		23		395	locative suffix	
4139	ProtoTakana	*lombriz	tunu	tunu	t u n u		446		439	lombriz	
4140	Tacana	*lombriz	tunu	tunu	t u n u		446		439	lombriz	
4141	Reyesano	*lombriz	se-tono	se-tono	s e + t o n o		446		439	worm	
4142	Cavinena	*lombriz	tʲono	tʲono	t i o n o		446		439	lombriz,gusano	
4143	Cavinena	*lombriz	tʲono-pa	tʲono-pa	t i o n o + p a		446		439	cutuchi (víbora)	
4144	EseEjja	*lombriz	kono	kono	k o n o		446		439	lombrices	
2140	ProtoTakana	*loro	kuřakwa	kuřakwa	k u ɽ a kʷ a		251		224	loro	
2141	Tacana	*loro	hurakwa	hurakwa	h u r a kʷ a		251		224	loro	
2142	Tacana	*loro	hurakwa-bakwa	hurakwa-bakwa	h u r a kʷ a + b a kʷ a		251		224	víbora loro	
2143	Cavinena	*loro	korakwa	korakwa	k o r a kʷ a		251		224	loro	
4089	ProtoTakana	*loro (chico)	tu(ʔ)i	tui	t u i		441		435	loro (chico)	
4090	Tacana	*loro (chico)	tui	tui	t u i		441		435	especie de loro chico	
4091	Cavinena	*loro (chico)	tʲoʔi	tʲoʔi	t i o ʔ i		441		435	loro (chico)	
4092	Cavinena	*loro (chico)	tʲowikoro	tʲowikoro	t i o β i k o r o	< *e-tu(ʔ)i?	441		435	clase de pájaro negro con pico colorado	
548	ProtoTakana	*luna	badi	badi	b a d i	*ba5+di?	70		37	luna	
549	Tacana	*luna	badi	badi	b a d i		70		37	luna	
550	Tacana	*luna	bad'di-janana	bad'di-janana	b a d i + j a n a n a		70	Armentia1887	37	luna nueva	
551	Reyesano	*luna	mbandzi	mbandzi	m b a n d z i		70		37	moon	
552	Maropa	*luna	bansri,bantrí	bansri	b a n s r i	/bansri/ taken from Cardús, /bantrí/ taken from Heath	70	Cardús1886 Heath1883	37	moon	
553	Sapibokona	*luna	bari	bari	b a r i		70		37	moon	
554	Sapibokona	*luna	bâri	bâri	b a r i		70		37	mese	
555	Araona	*luna	badi	badi	b a d i		70		37	moon	
556	Cavinena	*luna	badi	badi	b a d i		70		37	luna,mes	
557	Cavinena	*luna	badi-nana	badi-nana	b a d i + n a n a		70	Armentia1887	37	novilunio	
558	EseEjja	*luna	baʔi	baʔi	b a ʔ i		70		37	luna,mes	
559	Chama	*luna	/mái/	/mái/	m á/a i		70		37	moon	
4204	ProtoTakana	*luz	ue-	ue-	u e		453		444	luz	
4205	Tacana	*luz	weda	weda	β e d a		453		444	luz	
4206	Tacana	*luz	we-nawa	we-nawa	β e + n a w a		453		444	madrugada	
4207	Tacana	*luz	we-we	we-we	β e + β e		453	Armentia1887	444	reflejar,relucir	
4208	Tacana	*luz	e-we-da	e-we-da	e + β e + d a		453	Armentia1887	444	amanecer,aclarar el día	
4209	Tacana	*luz	e-we-dakwa	e-we-dakwa	e + β e + d a kʷ a		453	Armentia1887	444	jovencito	
4210	Tacana	*luz	e-we-neni	e-we-neni	e + β e + n e n i		453	Armentia1887	444	reflejando	
4211	Araona	*luz	uetseñe	uetseñe	u e t s e ɲ e		453		444	today	
4212	Araona	*luz	uenau	uenau	u e n a u		453		444	tomorrow	
4213	Cavinena	*luz	o-da-	o-da-	o + d a		453		444	alumbrar	
4214	Cavinena	*luz	o-de	o-de	o + d e	Concept 'vela candela' takem fron Armentia	453		444	luz,vela candela	
4215	Cavinena	*luz	u-da-u-da	u-da-u-da	u + d a + u + d a		453	Armentia1887	444	alba	
4216	Cavinena	*luz	u-di ebari	u-di_ebari	u + d i + e b a r i		453	Armentia1887	444	cirio	
4217	Cavinena	*luz	we-kaka	we-kaka	β e + k a k a		453		444	día	
4218	Cavinena	*luz	we-kaka-	we-kaka-	β e + k a k a		453		444	aclarar,amanecer	
4219	Cavinena	*luz	we-ka-da	we-ka-da	β e + k a + d a		453		444	brillante	
4220	Cavinena	*luz	we-ka-da-ke	we-ka-da-ke	β e + k a + d a + k e		453		444	de día,con luz	
4221	Cavinena	*luz	iyakwa-we-kaka	iyakwa-we-kaka	i j a kʷ a + β e + k a k a		453		444	hoy día	
4222	Cavinena	*luz	ve-ka	ve-ka	β e + k a		453	Armentia1887	444	fulgor,iluminar	
4223	Cavinena	*luz	ve-kabaro	ve-kabaro	β e + k a b a r o		453	Armentia1887	444	farol	
4224	Cavinena	*luz	ve-kaisa	ve-kaisa	β e + k a i s a		453	Armentia1887	444	reflejar,ilustrar	
4225	Cavinena	*luz	ve-satana	ve-satana	β e + s a t a n a		453	Armentia1887	444	aclarar,esclarecer,fantasía	
4226	EseEjja	*luz	we-ha-	we-ha-	w e + h a		453		444	limpiar	
4227	EseEjja	*luz	kwea-we-ha-	kwea-we-ha-	kʷ e a + w e + h a		453		444	limpiar (el chaco),carpir	
4228	EseEjja	*luz	wia-ka-	wia-ka-	w i a + k a		453		444	asolear	
4229	EseEjja	*luz	kea-wio-	kea-wio-	k e a + w i o		453		444	limpiar	
4230	EseEjja	*luz	kea-wa	kea-wa	k e a + w a		453		444	clara (el cielo)	
2170	ProtoTakana	*madre	kwa-	kwa-	kʷ a		254		228	madre	
2171	Tacana	*madre	kwa-ra	kwa-ra	kʷ a + r a		254		228	madre	
2172	Tacana	*madre	kwa-ra-pu(h)i	kwa-ra-pui	kʷ a + r a + p u i	Concept 'patrona' taken from Armentia	254		228	madrastra,madrina,patrona	
2173	Tacana	*madre	kwa-ibe	kwa-ibe	kʷ a + i b e		254		228	tía por madre (hermana de madre)	
2174	Reyesano	*madre	-koʔa	-koʔa	k o ʔ a	?kẃaʔa	254		228	madre	
2175	Maropa	*madre	kikua	kikua	k i k u a		254	Heath1883	228	my mother	
2176	Maropa	*madre	kúá	kúá	k ú/u á/a		254	Nordenskiöld1905	228	mother	
2177	Guariza	*madre	equay,cua	equay	e q u a j		254		228	mother	
2178	Sapibokona	*madre	cùa	cùa	ts u a		254		228	madre	
2179	Cavinena	*madre	e-kwaʔa	e-kwaʔa	e + kʷ a ʔ a		254		228	madre	
2180	Cavinena	*madre	e-kwake	e-kwake	e + kʷ a k e		254		228	mamá	
2181	Cavinena	*madre	kwaine	kwaine	kʷ a i n e		254		228	tía	
2182	Cavinena	*madre	kwapuhike	kwapuhike	kʷ a p u h i k e		254	Armentia1887	228	madrastra	
2923	ProtoTakana	*madre	na-	na-	n a		328		308	madre	
2924	Cavinena	*madre	e-na-hi-ke	e-na-hi-ke	e + n a + h i + k e		328		308	hermana	
2925	Cavinena	*madre	e-na-si	e-na-si	e + n a + s i		328		308	hermana (mayor)	
2926	EseEjja	*madre	nae	nae	n a e		328		308	madre	
2927	Huarayo	*madre	nai	nai	n a i		328		308	madre	
2928	Chama	*madre	nái	nái	n á/a i		328		308	mother	
2523	ProtoTakana	*madre,mamá	mama	mama	m a m a		292		269	madre,mamá	
2524	Tacana	*madre,mamá	mama	mama	m a m a		292		269	madre,mamá	
2525	Cavinena	*madre,mamá	mama	mama	m a m a		292		269	madre,mamá	
3599	ProtoTakana	*madurar,amarillo	sawa	sawa	s a w a		389		384	madurar,amarillo	
3600	Tacana	*madurar,amarillo	sawa-sawa	sawa-sawa	s a w a + s a w a		389		384	(medio) amarillo	
3601	Tacana	*madurar,amarillo	e-sawa	e-sawa	e + s a w a		389	Armentia1887	384	crudo	
3602	Maropa	*madurar,amarillo	θahuamí	θahuamí	θ a h u a m í/i		389	Heath1883	384	yellow	
3603	Cavinena	*madurar,amarillo	hawa-da	hawa-da	h a w a + d a		389		384	amarillo,bayo	
3604	Cavinena	*madurar,amarillo	hawa-wayaho	hawa-wayaho	h a w a + w a j a h o		389		384	cuando está maduro	
3605	Cavinena	*madurar,amarillo	hawa-nesa	hawa-nesa	h a w a + n e s a		389		384	madurar	
3606	Cavinena	*madurar,amarillo	e-hawa-ne	e-hawa-ne	e + h a w a + n e		389		384	maduro	
3607	Cavinena	*madurar,amarillo	e-hawa-ne-hi-da	e-hawa-ne-hi-da	e + h a w a + n e + h i + d a		389		384	bien maduro	
3608	Cavinena	*madurar,amarillo	hawa-ne-	hawa-ne-	h a w a + n e		389		384	encanecer	
3609	Cavinena	*madurar,amarillo	pa-hawa-ne	pa-hawa-ne	p a + h a w a + n e		389		384	que maduro!	
3610	EseEjja	*madurar,amarillo	hawa-	hawa-	h a w a		389		384	madurar	
3611	EseEjja	*madurar,amarillo	kea-hawa	kea-hawa	k e a + h a w a		389		384	amarillo,madura	
2520	ProtoTakana	*majillo (palmera)	makuri	makuri	m a k u r i	or *makwuri?	290		268	majillo (palmera)	
2521	Tacana	*majillo (palmera)	makuri	makuri	m a k u r i		290		268	majillo (palmera)	
2522	Cavinena	*majillo (palmera)	makori	makori	m a k o r i		290		268	majillo	
1913	ProtoTakana	*mandíbula	jawi	jawi	ʃ a w i		224		184	mandíbula	
1914	Tacana	*mandíbula	e-řawi	e-řawi	e + ɽ a β i		224		184	mandíbula	
1915	Reyesano	*mandíbula	e-labhi	e-labhi	e + l a β i		224		184	jaw	
1916	Mabenaro	*mandíbula	ithawi	ithawi	i t h a w i		224		184	chin	
2640	ProtoTakana	*mano	me-	me-	m e		303		282	mano	
2641	Tacana	*mano	e-me-tiři	e-me-tiři	e + m e + t i ɽ i		303		282	uña	
2642	Tacana	*mano	me-siu-	me-siu-	m e + s i u		303		282	largar	
2643	Tacana	*mano	me-duhu-	me-duhu-	m e + d u h u		303		282	empuñar	
2644	Tacana	*mano	ha-me-pařa-ti-	ha-me-pařa-ti-	h a + m e + p a ɽ a + t i		303		282	aplaudar	
2645	Tacana	*mano	ha-me-puči-ti	ha-me-puči-ti	h a + m e + p u tʃ i + t i		303		282	puño	
2646	Tacana	*mano	me-hemi-	me-hemi-	m e + h e m i		303		282	recibir	
2647	Tacana	*mano	me-ri-	me-ri-	m e + r i		303		282	rascar	
2648	Tacana	*mano	me-tara	me-tara	m e + t a r a		303		282	anillo	
2649	Tacana	*mano	e-me-haca	e-me-haca	e + m e + h a ʈʂ a		303	Armentia1887	282	dedo de la mano	
2650	Tacana	*mano	e-me-baha	e-me-baha	e + m e + b a h a		303	Armentia1887	282	servir,muñeca	
2651	Tacana	*mano	e-me čua ai	e-me_čua_ai	e + m e + tʃ u a + a i		303	Armentia1887	282	dedo pulgar	
2652	Tacana	*mano	e-me-su	e-me-su	e + m e + s u		303	Armentia1887	282	en la mano,debajo	
2653	Tacana	*mano	me-bitu-ke	me-bitu-ke	m e + b i t u + k e		303	Armentia1887	282	apunta con la mano	
2654	Tacana	*mano	me-naha	me-naha	m e + n a h a		303	Armentia1887	282	entregar	
2655	Tacana	*mano	me-natia	me-natia	m e + n a t i a		303	Armentia1887	282	entregar	
2656	Tacana	*mano	ha-me-baha	ha-me-baha	h a + m e + b a h a		303	Armentia1887	282	servir	
2657	Tacana	*mano	ha-me-deke-ti	ha-me-deke-ti	h a + m e + d e k e + t i		303	Armentia1887	282	agarrarse de las manos	
2658	Tacana	*mano	ha-me-mu-ti	ha-me-mu-ti	h a + m e + m u + t i		303	Armentia1887	282	enroscar	
2659	Tacana	*mano	ha-me-ce-uti	ha-me-ce-uti	h a + m e + ʈʂ e + u t i		303	Armentia1887	282	lamerse las manos	
2660	Maropa	*mano	emechuja	emechuja	e m e ts h u j a		303	Heath1883	282	fingers	
2661	Maropa	*mano	eme	eme	e m e		303	Heath1883	282	hand	
2662	Maropa	*mano	emetichi	emetichi	e m e t i ts h i		303	Heath1883	282	nails	
2663	Sapibokona	*mano	emè	emè	e m e		303		282	mano	
2664	Sapibokona	*mano	emès	emès	e m e s		303		282	dito	
2665	Araona	*mano	eme	eme	e m e		303		282	mano	
2666	Cavinena	*mano	e-me-toko	e-me-toko	e + m e + t o k o		303		282	mano	
2667	Cavinena	*mano	e-me-yoka	e-me-yoka	e + m e + j o k a		303		282	pulgar	
2668	Cavinena	*mano	e-me-šoro	e-me-šoro	e + m e + ʃ o r o		303		282	uña	
2669	Cavinena	*mano	e-me-toko-akwa	e-me-toko-akwa	e + m e + t o k o + a kʷ a		303		282	palma de mano	
2670	Cavinena	*mano	e-me-toko sapara	e-me-toko_sapara	e + m e + t o k o + s a p a r a		303		282	dedo de mano	
2671	Cavinena	*mano	me-tara	me-tara	m e + t a r a		303		282	anillo,sortija	
2672	Cavinena	*mano	ka-me-pana-ti-	ka-me-pana-ti-	k a + m e + p a n a + t i		303		282	confesar	
2673	Cavinena	*mano	me-re-	me-re-	m e + r e		303		282	trabajar	
2674	Cavinena	*mano	me-re,me-rere	me-re	m e + r e		303		282	trabajo	
2675	Cavinena	*mano	me-re-pohi	me-re-pohi	m e + r e + p o h i		303		282	trabajador	
2676	Cavinena	*mano	me-re-baekwa	me-re-baekwa	m e + r e + b a e kʷ a		303		282	flojo,no sabe trabajar	
2677	Cavinena	*mano	e-me	e-me	e + m e		303	Armentia1887	282	mano	
2678	Cavinena	*mano	e-me-re-ki	e-me-re-ki	e + m e + r e + k i		303	Armentia1887	282	esclavo,fámulo	
2679	Cavinena	*mano	e-me-tuku-pukakacubanakapa	e-me-tuku-pukakacubanakapa	e + m e + t u k u + p u k a k a ts u b a n a k a p a		303	Armentia1887	282	sopapo	
2680	Cavinena	*mano	e-me-tukupukaka	e-me-tukupukaka	e + m e + t u k u p u k a k a		303	Armentia1887	282	perno	
2681	EseEjja	*mano	e-me	e-me	e + m e		303		282	mano	
2682	EseEjja	*mano	e-me-kokaxi	e-me-kokaxi	e + m e + k o k a x i		303		282	muñeca	
2683	EseEjja	*mano	e-me-kiše	e-me-kiše	e + m e + k i ʃ e		303		282	uña	
2684	EseEjja	*mano	me-haʔa-	me-haʔa-	m e + h a ʔ a		303		282	estrechar la mano	
2685	EseEjja	*mano	e-me-baxi	e-me-baxi	e + m e + b a x i		303		282	anillo	
2686	EseEjja	*mano	me-kana	me-kana	m e + k a n a		303		282	anillo	
2687	EseEjja	*mano	e-me-kwiošaha	e-me-kwiošaha	e + m e + kʷ i o ʃ a h a		303		282	medillo	
2688	EseEjja	*mano	e-me-he	e-me-he	e + m e + h e	cognate?	303		282	flecha	
2689	EseEjja	*mano	xa-me-he-we-ki-	xa-me-he-we-ki-	x a + m e + h e + w e + k i		303		282	lastimarse el dedo	
2690	Huarayo	*mano	e-mé	e-mé	e + m é/e		303		282	mano	
2691	Huarayo	*mano	e-mé bañenei	e-mé_bañenei	e + m é/e + b a ɲ e n e i		303		282	mano derecha	
2692	Huarayo	*mano	e-mé šani	e-mé_šani	e + m é/e + ʃ a n i		303		282	mano izquierda	
2693	Huarayo	*mano	e-me-se	e-me-se	e + m e + s e	cognate?	303		282	flecha	
2694	Arasa	*mano	emä	emä	e m a		303		282	hand	
2695	Arasa	*mano	emäsísi	emäsísi	e m a s í/i s i		303		282	finger	
2696	Arasa	*mano	emés	emés	e m é/e s	cognate?	303		282	arrow	
1976	ProtoTakana	*maní	kanize	kanize	k a n i z e		236		200	maní	
1977	Tacana	*maní	hanidhe	hanidhe	h a n i ð e		236		200	maní	
1978	Tacana	*maní	waka-hanidhe	waka-hanidhe	w a k a + h a n i ð e	loan?	236		200	piñón (árbol)	
1979	Cavinena	*maní	kanise	kanise	k a n i s e		236		200	maní	
1980	Cavinena	*maní	waka-kanise	waka-kanise	w a k a + k a n i s e		236		200	pitón (planta)	
4244	ProtoTakana	*marfil (palmera)	umeře	umeře	u m e ɽ e		457		447	marfil (palmera)	
4245	Tacana	*marfil (palmera)	umere	umere	u m e r e		457		447	marfil (palmera)	
4246	EseEjja	*marfil (palmera)	ome	ome	o m e		457		447	marfil	
342	ProtoTakana	*marido	awei	awei	a w e i	see also *wane	52		25	marido	
343	Tacana	*marido	y-awe	y-awe	j + a β e		52		25	marido	
344	Tacana	*marido	y-awe-sa due	y-awe-sa_due	j + a β e + s a + d u e		52		25	cuñado (hermano de marido)	
345	Tacana	*marido	y-awe-sa dudu	y-awe-sa_dudu	j + a β e + s a + d u d u		52		25	cuñada (hermana de marido)	
346	Tacana	*marido	y-awe-sa kwara	y-awe-sa_kwara	j + a β e + s a + kʷ a r a		52		25	suegra (madre de marido)	
347	Tacana	*marido	y-awe-sa tata	y-awe-sa_tata	j + a β e + s a + t a t a		52		25	suegro (padre de marido)	
348	Tacana	*marido	awe-mawe	awe-mawe	a β e + m a β e		52		25	soltera	
349	Tacana	*marido	awe-pai	awe-pai	a β e + p a i		52		25	concuñada	
350	Tacana	*marido	ebaképunasawe	ebaképunasawe	e b a k é/e p u n a s a β e		52		25	yerno	
351	Tacana	*marido	haweti	haweti	h a β e t i		52		25	casar (refiere a mujeres)	
352	Tacana	*marido	e-ave-ti-ani	e-ave-ti-ani	e + a β e + t i + a n i		52	Armentia1887	25	casamiento,bode	
353	Reyesano	*marido	-yadhe	-yadhe	j a ð e		52		25	husband	
354	Maropa	*marido	kiave	kiave	k i a β e		52	Heath1883	25	my husband	
355	Cavinena	*marido	awe-ma	awe-ma	a β e + m a		52		25	soltera	
356	Cavinena	*marido	e-awe-maho-ke	e-awe-maho-ke	e + a β e + m a h o + k e		52		25	viuda	
357	Cavinena	*marido	e-ave-mahu	e-ave-mahu	e + a β e + m a h u		52	Armentia1887	25	enviudar	
358	Cavinena	*marido	aveine	aveine	a β e i n e		52	Armentia1887	25	cuñada	
359	Cavinena	*marido	y-awi-nake	y-awi-nake	j + a β i + n a k e		52		25	concuñado	
360	Cavinena	*marido	y-awi-ke	y-awi-ke	j + a β i + k e		52		25	marido	
361	Cavinena	*marido	y-awi-kehoya-ke	y-awi-kehoya-ke	j + a β i + k e h o j a + k e		52		25	novio	
362	EseEjja	*marido	ey-awe	ey-awe	e j + a w e		52		25	macho,marido	
363	EseEjja	*marido	y-awe-xi	y-awe-xi	j + a w e + x i		52		25	casada	
364	EseEjja	*marido	y-awe-má	y-awe-má	j + a w e + m á/a		52		25	soltera	
365	EseEjja	*marido	y-awe-mano	y-awe-mano	j + a w e + m a n o		52		25	viuda	
366	EseEjja	*marido	xaweaki-	xaweaki-	x a w e a k i		52		25	casarse (la mujer)	
367	Huarayo	*marido	y-awe,e-awe	y-awe	j + a w e		52		25	marido	
368	Huarayo	*marido	awe-ma	awe-ma	a w e + m a		52		25	sin marido	
369	Huarayo	*marido	habiatimeʔe	habiatimeʔe	h a b i a t i m e ʔ e		52		25	casar (mujer)	
370	Tiatinahua	*marido	yawi	yawi	j a w i		52	Fast	25	man	
1249	ProtoTakana	*marihuí	c̣iu	c̣iu	ʈʂ i u		155		113	marihuí	
1250	Tacana	*marihuí	ciu	ciu	ʈʂ i u		155		113	marihuí	
1251	Cavinena	*marihuí	čoo	čoo	tʃ o o		155		113	jejene,marihuí	
1252	Cavinena	*marihuí	čiwe	čiwe	tʃ i β e		155		113	nigua	
876	ProtoTakana	*marimono	biwa	biwa	b i w a		116		74	marimono	
877	Tacana	*marimono	biwa	biwa	b i w a		116		74	marimono	
878	Reyesano	*marimono	biwa	biwa	b i w a		116		74	spider monkey	
879	Cavinena	*marimono	biwa	biwa	b i w a		116		74	marimono	
880	EseEjja	*marimono	biya	biya	b i j a		116		74	marimono	
881	Huarayo	*marimono	bía	bía	b í/i a	-*w- here involved palitalization?	116		74	mono maquisapa	
3532	ProtoTakana	*mariposa	sababa,-pipi,-puřa	sababa	s a b a b a		384		376	mariposa	
3533	Tacana	*mariposa	sababa	sababa	s a b a b a		384		376	mariposa	
3534	Tacana	*mariposa	sapura	sapura	s a p u r a		384		376	mariposa de noche	
3535	Cavinena	*mariposa	hababa	hababa	h a b a b a		384		376	mariposa	
3536	Cavinena	*mariposa	hapipi	hapipi	h a p i p i		384		376	mariposa	
3537	EseEjja	*mariposa	xapipi	xapipi	x a p i p i		384		376	mariposa	
2478	ProtoTakana	*martin pescador (ave)	madakapa	madakapa	m a d a k a p a		283		261	martin pescador (ave)	
2479	Tacana	*martin pescador (ave)	madapa	madapa	m a d a p a		283		261	martin pescador (ave)	
2480	Cavinena	*martin pescador (ave)	madakapa	madakapa	m a d a k a p a		283		261	martin pescador	
3833	ProtoTakana	*matar,cazar	tekwa	tekwa	t e kʷ a		421		414	matar,cazar	
3834	Tacana	*matar,cazar	tekwa-	tekwa-	t e kʷ a		421		414	batar	
3835	Cavinena	*matar,cazar	tekwa	tekwa	t e kʷ a		421	Armentia1887	414	flechar	
3836	Cavinena	*matar,cazar	tekwa-tekwa	tekwa-tekwa	t e kʷ a + t e kʷ a		421	Armentia1887	414	entrepunzadura	
3837	EseEjja	*matar,cazar	kekwa-	kekwa-	k e kʷ a		421		414	cazar,matar,punzar,sembrar	
3838	EseEjja	*matar,cazar	e-kekwa-kixi	e-kekwa-kixi	e + k e kʷ a + k i x i		421		414	cazador	
3839	EseEjja	*matar,cazar	xa-kekwa-ki-	xa-kekwa-ki-	x a + k e kʷ a + k i		421		414	pelearse	
3840	Huarayo	*matar,cazar	tekwa-	tekwa-	t e kʷ a		421		414	matar	
2730	ProtoTakana	*mañana,ayer	meta	meta	m e t a	or *maita?	310		290	mañana,ayer	
2731	Tacana	*mañana,ayer	mueta	mueta	m u e t a		310		290	mañana	
2732	Tacana	*mañana,ayer	maita	maita	m a i t a		310	Armentia1887	290	ayer,mañana	
2733	Tacana	*mañana,ayer	maita apudayá	maita_apudayá	m a i t a + a p u d a j á/a		310	Armentia1887	290	mañana por la mañana	
2734	Tacana	*mañana,ayer	maita puiča	maita_puiča	m a i t a + p u i tʃ a		310	Armentia1887	290	ayer	
2735	Maropa	*mañana,ayer	maita	maita	m a i t a		310	Cardús1886	290	mañana	
2736	Maropa	*mañana,ayer	maíta	maíta	m a í/i t a		310	Heath1883	290	morning,yesterday	
2737	Sapibokona	*mañana,ayer	maetahe	maetahe	m a e t a h e		310		290	notte	
2738	Cavinena	*mañana,ayer	meta	meta	m e t a		310		290	noche	
2739	Cavinena	*mañana,ayer	meta-hodya	meta-hodya	m e t a + h o d j a		310		290	mañana	
2740	Cavinena	*mañana,ayer	meta-hodya-tibene	meta-hodya-tibene	m e t a + h o d j a + t i b e n e		310		290	anteayer	
2741	Cavinena	*mañana,ayer	meta-patya	meta-patya	m e t a + p a t j a		310		290	medianoche	
2742	EseEjja	*mañana,ayer	meka-waxe	meka-waxe	m e k a + w a x e		310		290	mañana,ayer	
